no,tingkat_pendidikan,Usia,nama_prodi,Pengalaman Kerja,Sertifikat,disabilitas,status_pernikahan,jumlah_anak
1716,SMK / MAK / Sederajat,45,Teknik Elektronika,"{""TENAGA TATA USAHA""}",tidak ada,f,Menikah,2
1717,Strata I (S1),28,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1718,SMK / MAK / Sederajat,34,Teknik Komputer,tidak ada,tidak ada,f,Duda,1
1719,SMK / MAK / Sederajat,22,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1720,Strata I (S1),26,Teknik Kimia,tidak ada,ada,f,Belum menikah,0
1721,Strata I (S1),33,Hubungan Internasional,tidak ada,tidak ada,f,Menikah,0
1722,Strata I (S1),23,Manajemen,"{""Lain - Lain""}",ada,f,Belum menikah,0
1723,Strata I (S1),25,Sastra Inggris,tidak ada,ada,f,Belum menikah,0
1724,SMK / MAK / Sederajat,37,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,2
1725,Strata I (S1),30,Manajemen,tidak ada,ada,f,Menikah,0
1726,SMK / MAK / Sederajat,28,Akuntansi,tidak ada,tidak ada,f,Menikah,1
1727,SMK / MAK / Sederajat,19,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1728,SLTA / MA / Sederajat,25,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1729,SMK / MAK / Sederajat,21,Komputer Grafis dan Cetak,tidak ada,tidak ada,f,Belum menikah,0
1730,Strata I (S1),28,Manajemen,"{""Information Technology (IT)""}",ada,f,Menikah,0
1731,SMK / MAK / Sederajat,24,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1732,SMK / MAK / Sederajat,26,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1733,Strata I (S1),31,Sistem Komputer,tidak ada,tidak ada,f,Belum menikah,0
1734,SMK / MAK / Sederajat,19,Keuangan Dan Perbankan,tidak ada,tidak ada,t,Belum menikah,0
1735,SMK / MAK / Sederajat,22,Komputerisasi Akuntansi,tidak ada,tidak ada,t,Belum menikah,0
1736,Strata I (S1),27,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1737,SMK / MAK / Sederajat,28,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1738,Strata I (S1),36,Pendidikan Guru Sekolah Dasar,tidak ada,tidak ada,f,Menikah,0
1739,SLTA / MA / Sederajat,29,IPS,tidak ada,tidak ada,f,Menikah,0
1740,Strata I (S1),34,Pendidikan Pancasila Dan Kewarganegaraan,{Marketing},ada,f,Belum menikah,0
1741,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1742,SMK / MAK / Sederajat,21,Perhotelan,tidak ada,tidak ada,f,Menikah,1
1743,SLTA / MA / Sederajat,27,IPA,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Menikah,0
1744,Strata I (S1),24,Psikologi,{Marketing},ada,f,Belum menikah,0
1745,SMK / MAK / Sederajat,33,Manajemen Pemasaran,tidak ada,tidak ada,f,Menikah,2
1746,Strata I (S1),32,Ilmu Komunikasi,tidak ada,tidak ada,f,Belum menikah,0
1747,Strata I (S1),24,Teknik Kimia,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
1748,SMK / MAK / Sederajat,24,Kewirausahaan,tidak ada,tidak ada,f,Belum menikah,0
1749,Diploma III,26,Teknik Sipil,tidak ada,tidak ada,f,Belum menikah,0
1750,SMK / MAK / Sederajat,20,Manajemen Pemasaran,tidak ada,ada,f,Belum menikah,0
1751,SLTA / MA / Sederajat,43,Pendidikan Biologi,"{""TENAGA PROFESIONAL""}",tidak ada,f,Menikah,2
1752,SLTA / MA / Sederajat,34,IPS,tidak ada,tidak ada,f,Menikah,0
1753,Strata I (S1),26,Teknik Lingkungan,tidak ada,tidak ada,f,Belum menikah,0
1754,Strata I (S1),24,Ilmu Hukum,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1755,SMK / MAK / Sederajat,40,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,2
1756,Strata I (S1),28,Pendidikan Bahasa Mandarin,tidak ada,tidak ada,f,Menikah,0
1757,SLTA / MA / Sederajat,26,IPS,tidak ada,tidak ada,f,Belum menikah,0
1758,Diploma III,31,Analis Kesehatan,tidak ada,tidak ada,f,Menikah,1
1759,Strata I (S1),27,Pendidikan Ekonomi,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1760,SLTA / MA / Sederajat,20,IPS,tidak ada,tidak ada,f,Belum menikah,0
1761,SLTA / MA / Sederajat,23,Desain Komunikasi Visual,tidak ada,tidak ada,f,Belum menikah,0
1762,Strata II (Magister/S2),33,Teknologi Pendidikan,tidak ada,tidak ada,f,Belum menikah,0
1763,Strata I (S1),32,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1764,SMK / MAK / Sederajat,21,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1765,Strata I (S1),33,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1766,Strata I (S1),23,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1767,Strata I (S1),27,Akuntansi,tidak ada,ada,f,Menikah,0
1768,SLTA / MA / Sederajat,33,IPS,tidak ada,tidak ada,f,Menikah,3
1769,SMK / MAK / Sederajat,38,Teknik Sipil,tidak ada,tidak ada,f,Menikah,2
1770,SMK / MAK / Sederajat,22,Teknik Mesin,tidak ada,tidak ada,t,Belum menikah,8
1771,Diploma IV,22,Teknik Elektro,tidak ada,ada,f,Belum menikah,0
1772,SMK / MAK / Sederajat,21,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1773,Strata I (S1),23,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1774,Strata I (S1),27,Teknologi Informasi,{Pendidikan},tidak ada,f,Belum menikah,0
1775,SMK / MAK / Sederajat,23,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1776,SMK / MAK / Sederajat,25,Televisi dan Film,tidak ada,tidak ada,f,Belum menikah,0
1777,SMK / MAK / Sederajat,26,Televisi dan Film,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1778,Strata I (S1),26,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1779,SMK / MAK / Sederajat,21,Manajemen Pariwisata,tidak ada,tidak ada,f,Belum menikah,0
1780,SMK / MAK / Sederajat,31,Akuntansi,{Teknik},tidak ada,f,Belum menikah,0
1781,SMK / MAK / Sederajat,33,Desain Komunikasi Visual,"{""Information Technology (IT)""}",tidak ada,f,Belum menikah,0
1782,Diploma III,33,Komputerisasi Akuntansi,{Pendidikan},tidak ada,f,Menikah,1
1783,SLTA / MA / Sederajat,35,IPS,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1784,SLTA / MA / Sederajat,21,IPA,tidak ada,tidak ada,f,Belum menikah,0
1785,SLTA / MA / Sederajat,35,IPS,tidak ada,tidak ada,f,Menikah,1
1786,Strata I (S1),28,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1787,SMK / MAK / Sederajat,22,Tata Busana,tidak ada,tidak ada,f,Belum menikah,0
1788,SMK / MAK / Sederajat,22,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1789,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1790,Strata I (S1),24,Ilmu Kesehatan Masyarakat,tidak ada,tidak ada,f,Belum menikah,0
1791,SLTA / MA / Sederajat,36,IPS,tidak ada,tidak ada,f,Menikah,2
1792,SMK / MAK / Sederajat,21,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1793,Strata I (S1),27,Teknik Elektro,{Teknik},ada,f,Belum menikah,0
1794,SMK / MAK / Sederajat,21,Listrik,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",tidak ada,f,Belum menikah,0
1795,SMK / MAK / Sederajat,29,Listrik,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Belum menikah,0
1796,SLTA / MA / Sederajat,28,IPA,tidak ada,tidak ada,f,Menikah,0
1797,SLTA / MA / Sederajat,39,IPA,tidak ada,tidak ada,f,Menikah,1
1798,Strata I (S1),25,Sastra Inggris,"{""Lain - Lain""}",ada,f,Belum menikah,0
1799,Strata I (S1),28,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Menikah,1
1800,SMK / MAK / Sederajat,22,Teknik Sipil,{{Arsitektur}tur},ada,f,Belum menikah,0
1801,SMK / MAK / Sederajat,24,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1802,Strata I (S1),27,Bioteknologi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1803,Strata I (S1),26,Ekonomi Islam,{Marketing},tidak ada,f,Belum menikah,0
1804,SLTA / MA / Sederajat,36,Ilmu Kesejahteraan Sosial,tidak ada,tidak ada,t,Menikah,2
1805,Strata I (S1),27,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1806,Strata I (S1),30,Manajemen,tidak ada,tidak ada,f,Menikah,1
1807,Diploma III,25,Keuangan Dan Perbankan,"{""Perbankan / Keuangan""}",ada,f,Belum menikah,0
1808,SLTA / MA / Sederajat,27,IPA,tidak ada,tidak ada,f,Belum menikah,0
1809,Diploma I,26,Teknik Informatika,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",ada,f,Belum menikah,0
1810,SMK / MAK / Sederajat,35,Nautika,tidak ada,tidak ada,f,Menikah,3
1811,SMK / MAK / Sederajat,39,Teknika,tidak ada,tidak ada,f,Menikah,0
1812,SMK / MAK / Sederajat,30,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,0
1813,SLTA / MA / Sederajat,39,IPS,tidak ada,tidak ada,f,Menikah,3
1814,SMK / MAK / Sederajat,20,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1815,SMK / MAK / Sederajat,38,Manajemen Perhotelan,"{""TENAGA PENGOLAHAN DAN KERAJINAN YANG BERHUBUNGAN DENGAN ITU""}",tidak ada,f,Menikah,1
1816,Strata I (S1),27,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1817,Strata I (S1),26,Statistika,{Kesehatan},tidak ada,f,Belum menikah,0
1818,Strata I (S1),30,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
1819,Strata I (S1),25,Akuntansi,{Akunting},ada,f,Belum menikah,0
1820,Strata I (S1),28,Manajemen,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
1821,SMK / MAK / Sederajat,35,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,2
1822,SMK / MAK / Sederajat,22,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1823,SMK / MAK / Sederajat,19,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1824,SMK / MAK / Sederajat,22,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1825,Strata I (S1),25,Agroteknologi,tidak ada,tidak ada,f,Belum menikah,0
1826,SLTA / MA / Sederajat,22,Matematika,tidak ada,tidak ada,f,Belum menikah,0
1827,Strata I (S1),29,Manajemen,tidak ada,tidak ada,f,Menikah,1
1828,Strata I (S1),25,Manajemen,tidak ada,ada,f,Belum menikah,0
1829,SMK / MAK / Sederajat,32,Listrik,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1830,Strata I (S1),25,Pendidikan Kepelatihan Olahraga,{Kesehatan},ada,f,Belum menikah,0
1831,SLTA / MA / Sederajat,39,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,3
1832,SLTA / MA / Sederajat,37,IPS,tidak ada,tidak ada,f,Menikah,1
1833,Strata I (S1),42,Teknik Informatika,tidak ada,tidak ada,f,Menikah,1
1834,SMK / MAK / Sederajat,23,Akuntansi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1835,SMK / MAK / Sederajat,37,Tata Boga,tidak ada,tidak ada,f,Menikah,2
1836,SMK / MAK / Sederajat,22,Teknologi Industri Pertanian,tidak ada,tidak ada,f,Belum menikah,0
1837,Strata II (Magister/S2),37,Hukum Keluarga (Ahwal Syakhshiyah),tidak ada,tidak ada,f,Menikah,2
1838,Strata I (S1),26,Ilmu Hukum,tidak ada,ada,f,Belum menikah,0
1839,SMK / MAK / Sederajat,21,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1840,SLTA / MA / Sederajat,33,Umum,tidak ada,tidak ada,f,Menikah,1
1841,SMK / MAK / Sederajat,24,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1842,Strata I (S1),25,Hukum Ekonomi Syariah,tidak ada,tidak ada,f,Belum menikah,0
1843,Strata I (S1),27,Pendidikan Guru Madrasah Ibtidaiyah,tidak ada,tidak ada,f,Belum menikah,0
1844,Strata I (S1),25,Ilmu Hukum,tidak ada,ada,f,Belum menikah,0
1845,Strata I (S1),25,Teknik Kimia,tidak ada,ada,f,Belum menikah,0
1846,Strata I (S1),25,Ilmu Hukum,"{""Lain - Lain""}",ada,f,Belum menikah,0
1847,SMK / MAK / Sederajat,21,Tata Busana,tidak ada,tidak ada,f,Belum menikah,0
1848,SMK / MAK / Sederajat,24,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1849,Strata I (S1),24,Agribisnis,tidak ada,tidak ada,f,Belum menikah,0
1850,Strata I (S1),32,Sosial Ekonomi Pertanian,tidak ada,tidak ada,f,Menikah,2
1851,SLTA / MA / Sederajat,28,IPS,"{""Lain - Lain""}",tidak ada,f,Menikah,2
1852,Strata I (S1),25,Manajemen,"{""Lain - Lain""}",ada,f,Belum menikah,0
1853,Strata I (S1),27,Teknik Elektro,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",ada,f,Belum menikah,0
1854,Strata I (S1),25,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1855,SMK / MAK / Sederajat,30,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1856,Strata I (S1),30,Teknik Informatika,tidak ada,tidak ada,f,Menikah,1
1857,SLTA / MA / Sederajat,26,IPA,tidak ada,tidak ada,f,Menikah,0
1858,SMK / MAK / Sederajat,23,Teknik Mesin,tidak ada,ada,f,Belum menikah,0
1859,Strata I (S1),30,Teknik Mesin,{Pendidikan},tidak ada,f,Menikah,2
1860,SLTA / MA / Sederajat,33,Umum,tidak ada,tidak ada,f,Menikah,1
1861,SMK / MAK / Sederajat,25,Komputer Multimedia,"{""TENAGA PROFESIONAL""}",tidak ada,f,Belum menikah,0
1862,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1863,Diploma III,33,Administrasi,tidak ada,tidak ada,f,Menikah,1
1864,Strata I (S1),28,Manajemen,"{""TENAGA USAHA PERTANIAN DAN PETERNAKAN""}",ada,f,Menikah,0
1865,SMK / MAK / Sederajat,23,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1866,SMK / MAK / Sederajat,20,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1867,SLTA / MA / Sederajat,28,Teknik Komputer,{Marketing},ada,f,Belum menikah,0
1868,Diploma IV,32,Teknik Mesin,{Teknik},tidak ada,f,Menikah,1
1869,Strata I (S1),26,Teknik Mesin,{Teknik},tidak ada,f,Belum menikah,0
1870,Strata I (S1),28,Teknik Industri,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1871,SLTA / MA / Sederajat,21,IPS,tidak ada,tidak ada,f,Belum menikah,0
1872,Strata I (S1),24,Ilmu Keperawatan,tidak ada,tidak ada,f,Belum menikah,0
1873,Strata I (S1),29,Matematika,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1874,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
1875,Diploma III,25,Keperawatan,tidak ada,tidak ada,f,Belum menikah,0
1876,SLTA / MA / Sederajat,38,Sosial Ekonomi Pertanian,tidak ada,tidak ada,f,Menikah,1
1877,Strata I (S1),27,Teknik Informatika,tidak ada,tidak ada,f,Belum menikah,0
1878,Strata I (S1),33,Teknik Informatika,tidak ada,tidak ada,f,Menikah,0
1879,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1880,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1881,Diploma IV,24,Akuntansi,tidak ada,ada,f,Belum menikah,0
1882,SLTA / MA / Sederajat,20,IPA,tidak ada,tidak ada,f,Belum menikah,0
1883,SMK / MAK / Sederajat,18,Teknik Sipil,tidak ada,tidak ada,f,Belum menikah,0
1884,Strata I (S1),27,Manajemen,{Akunting},tidak ada,f,Belum menikah,0
1885,Strata I (S1),31,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1886,Strata I (S1),36,Teknologi Pendidikan,tidak ada,tidak ada,f,Menikah,1
1887,SMK / MAK / Sederajat,30,Manajemen,tidak ada,tidak ada,f,Menikah,2
1888,Strata I (S1),29,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,0
1889,Strata I (S1),30,Akuntansi,tidak ada,ada,f,Belum menikah,0
1890,Strata I (S1),26,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),tidak ada,tidak ada,f,Belum menikah,0
1891,SLTA / MA / Sederajat,24,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1892,SMK / MAK / Sederajat,19,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
1893,SLTA / MA / Sederajat,36,IPS,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Menikah,0
1894,SMK / MAK / Sederajat,19,Teknik Otomotif,"{""Lain - Lain""}",ada,f,Belum menikah,0
1895,SMK / MAK / Sederajat,30,Manajemen Pemasaran,{Marketing},ada,f,Menikah,1
1896,SMK / MAK / Sederajat,34,Komputer Multimedia,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",ada,f,Menikah,2
1897,SMK / MAK / Sederajat,28,Tata Boga,tidak ada,tidak ada,f,Menikah,1
1898,Strata I (S1),25,Perikanan,tidak ada,tidak ada,f,Belum menikah,0
1899,SMK / MAK / Sederajat,21,Tata Boga,tidak ada,tidak ada,f,Belum menikah,0
1900,Strata I (S1),27,Ekonomi Pembangunan,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1901,SMK / MAK / Sederajat,24,IPS,"{""Perbankan / Keuangan""}",tidak ada,f,Belum menikah,0
1902,Strata I (S1),31,Farmasi,"{""Lain - Lain""}",tidak ada,f,Menikah,0
1903,SLTA / MA / Sederajat,27,IPS,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1904,Diploma III,30,Teknik Elektro,{Kesehatan},ada,f,Menikah,1
1905,Strata I (S1),30,Teknik Informatika,{Kesehatan},tidak ada,f,Belum menikah,0
1906,SMK / MAK / Sederajat,23,Teknik Elektro,tidak ada,tidak ada,f,Menikah,1
1907,Strata I (S1),27,Akuntansi,tidak ada,tidak ada,f,Menikah,0
1908,SMK / MAK / Sederajat,28,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
1909,SMK / MAK / Sederajat,30,Teknik Mesin,tidak ada,tidak ada,f,Menikah,1
1910,SLTA / MA / Sederajat,29,IPA,tidak ada,tidak ada,f,Belum menikah,0
1911,Strata I (S1),28,Ilmu Hukum,"{""Lain - Lain""}",ada,f,Menikah,0
1912,Strata I (S1),26,Ilmu Perpustakaan,tidak ada,ada,f,Belum menikah,0
1913,SMK / MAK / Sederajat,40,Teknik Sipil,tidak ada,tidak ada,f,Menikah,1
1914,SMK / MAK / Sederajat,23,Listrik,tidak ada,tidak ada,f,Belum menikah,0
1915,SMK / MAK / Sederajat,35,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,2
1916,SMK / MAK / Sederajat,21,Kecantikan Rambut,tidak ada,tidak ada,f,Belum menikah,0
1917,Strata I (S1),28,Pendidikan Bahasa Dan Sastra Indonesia,tidak ada,ada,f,Belum menikah,0
1918,SMK / MAK / Sederajat,25,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1919,Strata I (S1),34,Pendidikan Ekonomi,tidak ada,tidak ada,f,Menikah,1
1920,Strata I (S1),27,Ilmu Filsafat,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1921,SMK / MAK / Sederajat,21,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
1922,Diploma I,33,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Menikah,2
1923,SMK / MAK / Sederajat,30,Manajemen,"{""Lain - Lain""}",ada,f,Menikah,1
1924,SLTA / MA / Sederajat,22,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1925,SMK / MAK / Sederajat,30,IPS,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1926,SMK / MAK / Sederajat,24,Administrasi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1927,SLTA / MA / Sederajat,31,IPA,tidak ada,tidak ada,f,Menikah,1
1928,Diploma III,26,Komputerisasi Akuntansi,{Marketing},ada,f,Belum menikah,0
1929,Strata I (S1),28,Ilmu Perpustakaan,tidak ada,tidak ada,f,Menikah,0
1930,Strata I (S1),45,Ilmu Hukum,tidak ada,ada,f,Menikah,2
1931,Strata I (S1),24,Sistem Informasi,tidak ada,tidak ada,f,Belum menikah,0
1932,Strata I (S1),27,Manajemen Pemasaran,tidak ada,tidak ada,f,Belum menikah,0
1933,Strata I (S1),26,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1934,SMK / MAK / Sederajat,19,Kepariwisataan,tidak ada,tidak ada,f,Belum menikah,0
1935,Strata I (S1),29,Perikanan,"{""Perbankan / Keuangan""}",ada,f,Menikah,1
1936,Diploma IV,25,Teknik Listrik Industri,tidak ada,tidak ada,f,Belum menikah,0
1937,SMK / MAK / Sederajat,41,Teknik Mesin,tidak ada,tidak ada,f,Menikah,2
1938,Strata I (S1),23,Teknik Mesin,tidak ada,ada,f,Belum menikah,0
1939,SMK / MAK / Sederajat,23,Teknik Elektronika,tidak ada,tidak ada,f,Belum menikah,0
1940,Diploma I,26,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1941,SMK / MAK / Sederajat,21,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1942,Strata I (S1),30,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Menikah,0
1943,SMK / MAK / Sederajat,26,Listrik,{Teknik},tidak ada,f,Belum menikah,0
1944,Strata I (S1),42,Teknik Industri,tidak ada,tidak ada,f,Menikah,1
1945,SMK / MAK / Sederajat,34,Manajemen,tidak ada,tidak ada,f,Menikah,2
1946,Strata I (S1),30,Psikologi,"{""Lain - Lain""}",ada,f,Belum menikah,0
1947,SMK / MAK / Sederajat,28,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1948,Strata I (S1),35,Teknik Informatika,tidak ada,tidak ada,f,Menikah,1
1949,Diploma I,33,Desain Komunikasi Visual,tidak ada,tidak ada,f,Belum menikah,0
1950,Strata I (S1),33,Teknik Informatika,"{""Information Technology (IT)""}",tidak ada,f,Menikah,1
1951,Strata I (S1),47,Manajemen,tidak ada,tidak ada,t,Menikah,0
1952,Strata I (S1),26,Manajemen,"{""TENAGA TATA USAHA""}",tidak ada,f,Belum menikah,0
1953,Strata I (S1),30,Hukum Ekonomi Syariah,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1954,Strata I (S1),43,Teknik Elektronika,{Marketing},tidak ada,f,Menikah,2
1955,Strata I (S1),31,Keuangan Dan Perbankan,"{""Lain - Lain""}",tidak ada,f,Menikah,1
1956,Strata I (S1),26,Manajemen Pendidikan,"{""Lain - Lain""}",ada,f,Menikah,0
1957,SMK / MAK / Sederajat,49,Teknik Mesin,tidak ada,tidak ada,f,Menikah,0
1958,SLTA / MA / Sederajat,27,IPS,tidak ada,tidak ada,f,Belum menikah,0
1959,SLTA / MA / Sederajat,24,IPA,tidak ada,tidak ada,f,Belum menikah,0
1960,Strata I (S1),26,Ekonomi Pembangunan,tidak ada,tidak ada,f,Menikah,1
1961,Strata I (S1),27,Biologi,tidak ada,tidak ada,f,Menikah,0
1962,Strata I (S1),26,Administrasi,{Akunting},tidak ada,f,Belum menikah,0
1963,SMK / MAK / Sederajat,40,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,2
1964,Strata I (S1),33,Ilmu Teknik Sipil,{Teknik},ada,f,Menikah,1
1965,SLTA / MA / Sederajat,28,Komputerisasi Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
1966,Strata I (S1),29,Pendidikan Ekonomi,tidak ada,tidak ada,f,Menikah,0
1967,SMK / MAK / Sederajat,21,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
1968,SLTA / MA / Sederajat,24,IPS,tidak ada,ada,f,Belum menikah,0
1969,Strata I (S1),34,Teknik Informatika,{Kesehatan},tidak ada,f,Menikah,0
1970,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1971,SMK / MAK / Sederajat,20,Tata Boga,tidak ada,tidak ada,f,Belum menikah,0
1972,Strata I (S1),32,Farmasi,{Kesehatan},tidak ada,f,Menikah,1
1973,SLTA / MA / Sederajat,29,Manajemen,"{""Lain - Lain""}",ada,f,Belum menikah,0
1974,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
1975,Strata I (S1),24,Manajemen,{Akunting},ada,f,Belum menikah,0
1976,SMK / MAK / Sederajat,25,Teknik Listrik Industri,tidak ada,tidak ada,f,Belum menikah,0
1977,SLTA / MA / Sederajat,21,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
1978,SMK / MAK / Sederajat,36,Listrik,tidak ada,tidak ada,f,Menikah,2
1979,SMK / MAK / Sederajat,37,Teknik Otomotif,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",tidak ada,f,Menikah,2
1980,SLTA / MA / Sederajat,23,IPA,tidak ada,tidak ada,f,Belum menikah,0
1981,SMK / MAK / Sederajat,27,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1982,Strata I (S1),30,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1983,Strata I (S1),26,Psikologi,tidak ada,tidak ada,f,Belum menikah,0
1984,Diploma IV,27,Teknik Lingkungan,tidak ada,tidak ada,f,Belum menikah,0
1985,Strata I (S1),24,Farmasi,tidak ada,tidak ada,f,Belum menikah,0
1986,Strata I (S1),39,Psikologi,tidak ada,tidak ada,f,Belum menikah,0
1987,SLTA / MA / Sederajat,29,Komputer Multimedia,tidak ada,tidak ada,f,Belum menikah,0
1988,SMK / MAK / Sederajat,20,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1989,Strata I (S1),43,Teknik Elektro,tidak ada,tidak ada,f,Menikah,2
1990,Strata I (S1),33,Teknik Elektro,"{""Information Technology (IT)""}",ada,f,Menikah,1
1991,SMK / MAK / Sederajat,25,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
1992,SMK / MAK / Sederajat,21,Teknik Elektronika,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1993,SMK / MAK / Sederajat,24,Desain Produk,tidak ada,tidak ada,f,Belum menikah,0
1994,SMK / MAK / Sederajat,23,Tata Boga,tidak ada,tidak ada,f,Belum menikah,0
1995,SMK / MAK / Sederajat,21,Administrasi Perkantoran,"{""Lain - Lain""}",ada,f,Belum menikah,0
